,HRP,risk_parity,eigen,equal
2022-01-31,0.0,0.0,0.0,0.0
2022-02-28,0.0855998681640624,0.09434593749999998,0.10600736328124993,0.10309200683593756
2022-03-31,0.09235394108796946,0.08875027770583288,0.0867469307401234,0.0808938411813247
2022-04-30,-0.14751545899764928,-0.14682086821444085,-0.15531146604844825,-0.14886884414287072
2022-05-31,-0.18362853817439395,-0.19033747584800664,-0.2067596725756149,-0.19874069298982078
2022-06-30,-0.3262728352426305,-0.34842381950732204,-0.3787595531449991,-0.37345350737131355
2022-07-31,0.2506636345687969,0.2959961689092032,0.34691642412599677,0.3406863637267157
2022-08-31,-0.10590382089525174,-0.07701390676511433,-0.08701637040430554,-0.08577573541889072
2022-09-30,-0.05308486746280838,-0.06920341732327173,-0.08405976881972688,-0.08235414416545705
2022-10-31,0.09245264190848568,0.10016465261989782,0.1323305759585407,0.10825791906918414
2022-11-30,-0.13773727473109632,-0.1630920259345523,-0.13098244510762103,-0.13897667032706917
2022-12-31,-0.04558467469202787,-0.039950078599472416,-0.05044423231069106,-0.0493477523389666
2023-01-31,0.33787496359698754,0.2433042953295408,0.28035851726492655,0.2840887828343568
2023-02-28,0.002823371441684319,0.004398196854993319,0.005143285387667618,0.007230728984914947
2023-03-31,0.031889295260931316,0.033969807382203454,0.03601931048504858,0.03430322715970835
