,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal
2022-01-31,3.217541873445917e-05,3.806467473510544e-05,-1.9626218080714963e-06,-8.01424735784595e-05,-0.24617386230468752,-0.12949725250780586,-0.09635133024990539,-0.09214868309259416
2022-02-28,-0.00015973648679357133,-0.00016024397582470318,-0.00019011656582534897,9.980197492254206e-05,0.17203049119146585,0.07021487733102205,0.01286368486741174,0.0027459638506608375
2022-03-31,-0.00010754013407354712,-9.623035464134677e-05,-0.00011444758789647125,0.00557157014055254,0.28610393216593133,0.11380078260055093,0.056807218821972594,0.09121825085293112
2022-04-30,-0.00015779036561947013,-0.06589532275552301,-0.00014791481143128227,0.00016043634015483477,-0.32410431285299024,-0.14766530085012586,-0.07801853669345404,-0.07389373978454739
2022-05-31,-0.002925090038187972,-0.0026111617734158044,-0.0033692894618575497,-0.003967625824806809,-0.12392716236386225,-0.07709157390196719,-0.04890441378548305,-0.06715713909313936
2022-06-30,-0.000824050046733027,-0.000666416972604944,-0.0005959142672027351,-0.00033867391282071946,-0.05690515175569322,-0.0382482739508615,-0.16451119612301668,-0.17918351892288742
2022-07-31,0.0011387745464574994,0.0030821874525479576,0.001018260617033917,9.539112000500616e-05,0.4982946872858107,0.30778090062206753,0.15560171583915405,0.19500236945346017
2022-08-31,-0.00020408852278608336,-0.0002211365887999639,-0.00018980762973519472,0.00013644253373845672,-0.17800063776602426,-0.09677838029232799,-0.03739294732092702,-0.028053263609610246
2022-09-30,-2.1756824519880702e-05,-2.981145979574773e-05,7.155103708744726e-05,-0.002954876472379353,0.0009040809310856268,0.00010907411381944065,-0.031427220539926304,-0.04237125397025443
2022-10-31,-0.00011258603928976374,-0.00011672572376131285,-7.288190744236811e-05,0.0006862355297776457,-0.0690344353577268,-0.012162043673531242,0.06558451479723737,0.0535306280902208
2022-11-30,0.000527300446930834,0.0005925858148927432,-0.0005114817253053516,0.0010814351484047524,-0.1273361203733091,-0.09256868651800476,-0.04312633875572658,-0.0597298461068243
2022-12-31,-0.0001782442068029022,-0.00017824823329237738,-0.00023278811072902084,5.4747252897113796e-05,-0.06816928788468701,-0.029012681634741022,-0.055705749159680074,-0.049165668638608384
2023-01-31,0.00024529724181898693,0.013731822788908277,0.00029230577227856713,0.07966829603242642,0.023268958528898986,0.12121645443206885,0.12290795421240652,0.14184043883071773
2023-02-28,-6.44759894600222e-05,-7.860130783043928e-05,-8.256627894720481e-05,-0.001069036972365156,-0.08312671961321105,-0.05804530738789282,-0.020172867396767713,-0.004574379566648301
2023-03-31,0.0002601198729883514,0.00025804406950991066,0.00021142980898125607,0.0007440141219126062,-0.02557452991795639,-0.03340067845681305,-0.034629006458519185,-0.037645716689250874
