,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,IVP,eigen,equal
2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,-0.0006663439714909014,-0.0006663439714909014,-0.0006641162669658307,-0.0002919236540794845,-0.3098501037597656,-0.08866985314369202,-0.07104057488083837,-0.0006457021629809878,-0.10630546189188961,-0.06215835473418241
2022-06-30,-0.00037332214751240045,-0.00037332214751240045,-0.00033326975935765724,-0.00032142846938076897,-0.00025136737640918394,-0.00023050141225444687,-0.07555354642490253,-0.0003271309028127778,-0.12736510330126782,-0.08416772176193632
2022-07-31,0.0009835400898994262,0.0009835400898994262,0.0009882018589233432,0.00010853695818502374,-0.009083665829693555,0.03072006425424778,0.11564345126860354,0.0008977965075753769,0.27683104638059963,0.11523915891040848
2022-08-31,-0.0001731212988166364,-0.0001731212988166364,-0.00017616118502372657,0.00014678302562121104,-0.07478761647370002,-0.02849328138339624,-0.01055002392793869,-0.00016336376093317728,-0.05087784546835783,-0.014581806837364653
2022-09-30,2.6512779077725313e-05,2.6512779077725313e-05,3.0491217065886644e-05,7.97532530485423e-05,-0.13636541260797608,-0.061411879260469426,-0.033586779388705246,2.8435251248071225e-05,-0.05612414256733678,-0.028747853234283194
2022-10-31,-1.4615661580785755e-05,-0.00016836610625259318,-1.1399545260637467e-05,-1.3636989287801882e-05,0.011655988517221383,0.0040581427003771875,0.04341277062694027,-8.039646699153913e-06,0.1118999004653427,0.03448812369698473
2022-11-30,3.7778980032765475e-05,-0.0001500153358027223,3.005175643444602e-06,-7.617001335857854e-05,-0.1754336228556852,-0.05423372337351595,-0.0633225878224497,-1.984439129132376e-05,-0.08791090416679559,-0.024253294115160196
2022-12-31,-5.416723992157646e-05,-3.080017765610954e-05,-0.00010920590006913145,7.579531749679624e-05,-0.06364999542483607,-0.026322106631986975,-0.025187237736011725,9.975719834631747e-06,-0.017025258422268985,-0.021554328132268208
