,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-30,-0.03637679687499995,-0.03637679687499995,-0.053361142578124965,-0.055873481445312456,-0.08290718261718755,-0.06089815917968755,-0.05838582031249995,-0.05838582031249995
2022-05-31,-0.12292282780070696,-0.21400059109187275,-0.18802102579852342,-0.19683754222000138,-0.28349735970667633,-0.2057164402695546,-0.2147166779304306,-0.20572983636228392
2022-06-30,-0.2912562491331159,-0.3170707356698411,-0.3497616336202535,-0.35455107851367995,-0.4394563518174184,-0.37217287813556243,-0.4108421745506924,-0.3711861368236089
2022-07-31,0.17790194164019502,0.13734679727705212,0.2876261983714208,0.30568320283473893,0.5669715817565748,0.3555137439435181,0.3559911351571343,0.35401477416357485
2022-08-31,-0.13976391886044015,-0.11175041555955745,-0.07389540489365942,-0.0814433503788069,-0.07530402813406001,-0.0890620429916057,-0.09121854512574079,-0.08775637201768494
2022-09-30,-0.030544343501545,-0.08557929046908175,-0.05202527114732747,-0.06820372418745513,-0.1437877829041646,-0.07817300432302099,-0.09913136653318444,-0.0805771874308745
2022-10-31,0.05424596816380256,0.04128263233846541,0.07303884234544378,0.09031442346047247,0.18209350736658125,0.1103987472336283,0.11659569236280243,0.11007485600826294
2022-11-30,-0.1609052042133028,-0.13374021877803988,-0.17095597747854563,-0.12228794967648271,-0.17436744228635415,-0.14353422169372754,-0.10911623849277052,-0.13702488133332447
2022-12-31,-0.035794805624994486,-0.028818728992790144,-0.037940970452842504,-0.04269975510495583,-0.07541031505666196,-0.0512762873491297,-0.05824759996821893,-0.04948439467175347
2023-01-31,0.3940151711437101,0.314946601963902,0.3598385033784455,0.25600427477839305,0.3213742701743132,0.29913907610604684,0.27545156855810116,0.2967002362549167
2023-02-28,0.00034604503548907317,0.000293235123754787,0.005454318193192975,0.006621412860629672,0.012080444180598837,0.006326064946740706,0.009964538303620873,0.005960961469631432
2023-03-31,-0.11829650025758809,-0.10024857086402439,-0.08014864396908905,-0.089517404419164,-0.1012282272553271,-0.09420330645710406,-0.09305130234215997,-0.09267963950454239
