,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,IVP,eigen,equal
Max_Drawdown,0.38520366430282593,0.38520366430282593,0.38512136244773865,0.1000662836432457,62.74468294269768,23.859762684903536,15.466587801341955,0.3730061596632004,24.35693522925039,15.408881943844573
Value,99976.5496237278,99944.74201518297,99972.67967861891,99970.76321810484,42671.645710110664,79176.30101370811,87282.67203390598,99977.14738488197,88927.77297019958,90545.18437713385
