,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal
Max_Drawdown,53.906490704012214,61.18911138622736,55.89966664552392,55.010566329916834,67.15529940951515,57.288998488472856,59.88501166994543,57.0477928328594
Value,61709.46875000001,49539.79846191406,60814.95520019531,57682.10852050781,49563.277709960945,56954.01123046875,52931.63781738281,57557.77917480469
