,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal
Max_Drawdown,50.108860031200635,55.7223538303648,52.39533488946041,52.065412509474534,61.06980378191904,54.229585122905284,55.285035528585155,55.71633098849035
Value,655225.0620269775,1266083.024307251,971866.4953155516,1036302.1443328857,639629.5822143554,1111496.3524017334,1058886.9102478027,1032214.4589538574
