,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,equal
Max_Drawdown,0.4434162098203342,7.972423106811352,0.5136502175307859,0.8582610527608102,61.10218062042579,32.52148366672882,33.246835679146976,34.462268995499045
Value,99744.60220140219,94674.5725889206,99608.53886538744,107987.36972153187,54136.22805970907,82401.68217396736,78083.73229539394,80722.56380271912
