data,HRP,risk_parity,eigen,equal,Benchmark
2022-01-31,0.0,0.0,0.0,0.0,
2022-02-28,-1.7074487209334244e-05,0.00024541709780701026,7.623230278497317e-05,0.00024541709780701026,0.08589970747939146
2022-03-31,-0.00014858742794443547,-5.8007349695410326e-05,0.0004910230128087889,-5.8007349695410326e-05,0.21005752636579222
2022-04-30,-0.0002391895819126022,0.00010125934137006354,0.000778114979337774,0.00010125934137006354,0.0420148463562785
2022-05-31,-0.0013223827230461893,4.747525022852361e-05,0.0008889135116030289,4.747525022852361e-05,-0.2465583655589363
2022-06-30,-0.00169522284831769,-0.0002839659168905051,0.0007571529735113103,-0.0002839659168905051,-0.697063724841636
2022-07-31,-0.0007267478086770973,-0.00017476629245161135,0.0002267345574231694,-0.00017476629245161135,-0.1215749398137198
2022-08-31,-0.000879603248828631,-2.3521955662575422e-05,0.0006213693139216492,-2.3521955662575422e-05,-0.19759699137237796
2022-09-30,-0.0008760903981218648,5.88693820142705e-05,0.0007171021568321834,5.88693820142705e-05,-0.3428685927905978
2022-10-31,-0.0009615026725233733,2.256221574914452e-05,0.0009666840672672983,2.256221574914452e-05,-0.15857659222913878
2022-11-30,-0.001845062416505061,-8.245610913326651e-05,0.01030411071595938,-8.245610913326651e-05,-0.334721647712911
2022-12-31,-0.0019338640787261996,-9.156182622516162e-05,0.010777511913733662,-9.156182622516162e-05,-0.4110651136528084
2023-01-31,-0.0017832779452725545,7.584597408083482e-05,0.010543471184986775,7.584597408083482e-05,-0.08538536212408776
2023-02-28,-0.0018077325765449848,-0.00020690113656152143,0.010143916102628436,-0.00020690113656152143,-0.07318283502877632
2023-03-31,-0.0005695506146224938,0.00010838378842747964,0.009123894999883975,0.00010838378842747964,-0.025507920831338127
