data,MV,Sharpe_Ratio,HRP,risk_parity,cvar,cdar,random,IVP,eigen,equal
2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,-0.0006663439714909014,-0.0006663439714909014,-0.0006641162669658307,-0.0002919236540794845,-0.3098501037597656,-0.08866985314369202,-0.07104057488083837,-0.0006457021629809878,-0.10630546189188961,-0.06215835473418241
2022-06-30,-0.0010396661190033019,-0.0010396661190033019,-0.000997386026323488,-0.0006133521234602535,-0.3101014711361748,-0.08890035455594647,-0.1465941213057409,-0.0009728330657937656,-0.23367056519315743,-0.14632607649611873
2022-07-31,-5.612602910387565e-05,-5.612602910387565e-05,-9.184167400144716e-06,-0.0005048151652752297,-0.31918513696586837,-0.05818029030169869,-0.030950670037137362,-7.503655821838873e-05,0.0431604811874422,-0.03108691758571025
2022-08-31,-0.00022924732792051206,-0.00022924732792051206,-0.0001853453524238713,-0.0003580321396540187,-0.3939727534395684,-0.08667357168509493,-0.04150069396507605,-0.000238400319151566,-0.007717364280915628,-0.0456687244230749
2022-09-30,-0.00020273454884278674,-0.00020273454884278674,-0.00015485413535798465,-0.0002782788866054764,-0.5303381660475445,-0.14808545094556436,-0.0750874733537813,-0.00020996506790349478,-0.0638415068482524,-0.0744165776573581
2022-10-31,-0.0002173502104235725,-0.00037110065509537993,-0.0001662536806186221,-0.0002919158758932783,-0.5186821775303231,-0.14402730824518717,-0.03167470272684103,-0.0002180047146026487,0.0480583936170903,-0.03992845396037337
2022-11-30,-0.00017957123039080702,-0.0005211159908981022,-0.0001632485049751775,-0.0003680858892518568,-0.6941158003860083,-0.19826103161870312,-0.09499729054929074,-0.00023784910589397246,-0.03985251054970529,-0.06418174807553356
2022-12-31,-0.00023373847031238348,-0.0005519161685542118,-0.00027245440504430896,-0.00029229057175506057,-0.7577657958108444,-0.2245831382506901,-0.12018452828530246,-0.0002278733860593407,-0.056877768971974274,-0.08573607620780177
